20000
1.56	14.3
13.2	6.25
-22.3	-17.5
-11	10.8
-25.7	-9.24
-24.7	-7.01
-18.3	11.8
-42.6	-17.1
-11.3	-25
-65.9	-25
-21.3	-25.7
-15.2	-16.3
23.6	26.5
-27.2	-14.6
3.23	-8.67
-29	-18.9
25.7	13.6
-70.8	-53.4
-39.9	-12.6
8.03	3.38
-62.6	-22.2
-16.3	-17.6
-32.5	-13.7
10.6	12.9
11.2	12.2
-4.24	-4.9
28.9	-10.7
19.7	1.45
29	8.83
59	15.8
24.7	7.04
6	6.6
9.93	5.69
-55.2	-13.1
5.53	16.1
60.3	25.4
-51.4	-26.2
-21.2	-5.69
55.6	5.07
29.4	27.9
-27	-11
-27	-8.64
23.8	14.1
-13.1	-14.3
-5.94	12.3
-42.3	-17.1
-27.4	-8.06
-37.6	-29.8
-23.9	-24.2
-17.3	-13.2
27.3	22.7
-31.6	-16.2
-20.9	-20.6
23.1	15.4
-20.8	-17.8
-3.12	-1.67
29.7	23.8
-17.9	-12.6
-2.44	7.53
4.23	14.8
-3.15	3.36
-35.9	-5.16
-19.3	0.271
32.8	12
-30.3	-8.47
59.5	22.9
-31.2	-16.2
-1.29	-7.98
-52.7	-24.3
-1.12	6.28
-4.99	-10.2
16.4	-4.19
39.3	7.46
-3.74	9.41
-1.84	-4.05
-30.6	-1.24
-45.4	-21.4
29.6	36.9
31	-11.8
23.6	7.83
-15.4	3.77
29.4	25.7
-47.5	-9.89
2.1	1.25
-27.8	-2.1
-8.85	-8.5
14	15.1
21.2	10.8
-64.2	-11.2
-33.6	-16.5
-24.8	-1.15
40.2	5.3
-22.6	4.26
16.9	5.32
24.4	4.95
-1.8	-15.6
-15.4	3.52
37.8	18
-60.2	-28.4
21.2	-4.86
27.7	26.5
-19.9	-11.8
-25.8	-13
23.2	5.48
15.1	4.21
11.7	-4.8
-41.1	-16.8
-17.1	-13.7
3.07	-6.88
17.6	14.3
-19.4	5.65
38.3	22.6
28.3	7.45
-9.5	2.75
5.78	8.42
2.85	-15.6
-34.5	-28
10.2	19.7
0.289	-7.35
-27	-5.45
1.22	8.46
35.9	21.3
-26.6	-43.3
-15.6	21.1
68.4	19.7
-26	-12.5
-14.9	-4.74
40.8	22.1
25.4	-7.36
11.1	8.02
-18.3	-29
-0.339	3.09
1.86	-0.142
12.9	12.9
-33.2	-27.5
-39.2	-12.4
23.7	0.0899
65.9	15.6
22.2	21.5
34.2	18.8
32.7	14.7
-46	-7.69
22	6.83
-20.4	-2.17
1.91	2.59
-14.9	-11.7
0.0293	-2.12
13.1	4.09
-3.29	-18.6
-16.9	-21.6
43.3	20.8
33	8.05
-14.6	-7.72
-26.7	-27.4
-2.14	-12.7
-1.51	11.6
-32.3	-8.17
-3.9	-3.18
12.9	4.7
-38.1	-25.3
39.4	26.6
14.3	10.4
55.5	29.6
7.21	-2.97
5.01	-8.55
-19.7	-17.6
22.8	8.21
-3.62	-13.1
15.7	21.7
-6.36	-13.8
38.5	31.9
-5.13	-4.03
26.7	16.9
44.7	20
-39	-11.8
-41.1	-30.6
21	17.3
-22.5	-22.9
-8.14	6.82
8.02	1.3
5.08	-6.05
25.2	8.32
70.3	31
10.7	7.58
-0.191	8.87
-5.95	-4.01
39.9	18.7
-4.33	-15.2
-30.6	-24.6
4.43	18.2
-8.03	7.22
-14.1	-13
-3.71	-21.7
17.8	24
-52.7	-27.9
-31.8	-9.51
-44.2	-19.8
28.3	0.751
14.7	1.43
-19.9	12.6
-20.7	-15
-18	-5.26
8.5	2.4
-0.612	4.33
39.4	-2.72
-4.27	16.5
-9.16	24.2
-2.6	1.51
1.11	-1.51
2.89	15.4
-30.7	-6.35
0.206	28
0.342	-20.1
-54.7	-9.9
-8.78	10
28.6	-5.55
-7.21	-12.8
-22.6	13.8
21.9	25.6
-6.8	2.48
-12.6	-11.1
-4.37	-15.6
-30.3	4.43
6.45	-3.4
-1.82	2.83
19.7	4.52
21.4	20.5
-36.8	-17.9
-27.5	-19.4
23	5.93
23.4	9.21
-42.6	-46.1
17	8.01
-9.65	-22.9
-16.3	11.3
-41.6	-14.8
25.5	21.7
-20.4	5.28
-12.6	-5.61
13.5	20.9
19.4	-8.87
66.2	27.9
-1.83	0.913
-17.8	12.6
14.4	23.6
-24.2	-19.6
-15.1	-22.5
1.7	-10.4
-19.3	-9.97
8.7	-3.46
1.48	-10.4
-54.7	-11.2
-2.8	8.42
26.6	1.19
-29.7	-25.4
-15.3	-20.7
34	15.7
51.4	28
39.2	24.5
27.8	19.8
56.3	47.1
-14.2	-5.09
6.59	-2.59
-1.24	-2.25
35.6	17.9
11.2	10.2
63	32.7
-2.85	-2.95
6.86	-0.359
27.2	14.9
-6.99	-9.65
-35.9	-7.3
13	4.45
-12.1	1.35
-40.2	-35.5
-6.4	-21.7
31.8	8.33
18.1	6.54
3.91	-5.67
2.62	-1.03
36.4	14.8
-8.21	0.648
-20.5	-14.1
9.37	15.8
6.78	-6.27
11.7	12
19.2	-1.7
19.7	9.03
-15	10.6
-56.5	-32.2
15.6	-13.6
-24.3	-10
-11	-8.55
-1.09	4.13
-9.54	-17
-24.2	-6.29
-0.391	-0.154
58.2	34.1
46.6	11.8
-46.4	0.826
-28.3	-5.99
-6.8	4.16
-20.4	-15.3
10	4.14
29.9	7.58
-3.38	-2.29
-7.25	-8.29
-12	3.76
11	20.9
30.5	20.7
-62.2	-18.9
-23	4.71
-13.8	-1.22
-10.3	-14.5
-30.5	-0.726
-25.2	-23.6
6.25	-6.48
-7.86	2.42
-22.2	-17.3
23	21.3
-0.952	-14.1
46.6	-3.48
37.8	21.3
12.7	11.8
-14.4	5.36
15.7	13.9
39.3	23.7
16.8	8.22
27.9	21.1
-33	-1.77
-51.5	-32.5
20	7.99
2.52	1.96
2.48	12.9
-13.8	0.555
-28.9	-10.8
-0.791	-10.3
-18.9	2.91
51.5	24.5
-9.02	-13.7
25.1	15.6
-9.82	-0.0213
31.2	-0.415
-8.66	15.9
-11.4	-0.241
3.57	1.95
-2.72	4.26
35.1	0.903
-24.8	0.459
-12.6	2.08
24.9	14.5
14.6	7.74
-2.48	-5.85
15	22
56.6	8.75
-17.2	-6.85
27.1	-5.06
12.1	-0.779
10.1	-2.12
28.6	19.4
25.5	-19.7
25.8	-6.1
25.2	17.9
4.09	-16.8
-29.5	-23.3
31.1	17.7
45.3	1.64
-17.9	-11.3
-6.97	-4.94
-5.66	-28.6
-41	-16.7
-15.2	-17.2
8.27	2.47
14.7	-1.44
-26.2	-8.01
49.5	14.1
40.4	18.9
23.3	1.28
77.8	21.7
-2.78	10.5
4.88	-1.56
27.7	5.63
-26.4	-7.93
27.1	3.75
2.26	-2.8
9.47	-17.7
34.9	22.9
-3.62	9.9
-11.9	-8.76
-41.4	-25.5
-28.8	-3.24
29.3	2.2
57.2	28.4
-22	-14
-31.6	-11.6
-37.8	-26.8
-37.6	-15.6
5.87	-6.81
-2.33	-2.61
32.5	17.3
-14.1	-7.86
-11.2	10.1
28.4	-3.74
-6.88	2.57
11.4	7.45
-1.69	-9.9
0.68	16.9
19.5	5.2
-14.3	-10.1
-9.27	6.45
9.44	19.2
-47.7	-30.5
-1.69	-7.86
-32.4	-3.58
-22.2	-14.1
-0.461	19.8
33.6	-6.9
-52.2	-11.4
30.3	-0.0505
-22.4	-16.1
-27.5	-8.7
17.3	5.58
-23.2	-15.8
18.4	11.9
47.9	21.6
21.3	-6.19
-17.6	-26
28.2	26.8
37.2	2.46
-15.9	-6.93
18.8	28.1
-29.6	0.162
-30.5	-6.23
10.9	-4.63
-35.3	-11.1
-67.2	-21.1
-24.8	-22.1
0.452	-2.19
38.1	28.8
10.9	31.8
-20	-0.196
16	20.3
38.4	30.1
-21.3	-10.8
35.3	12.7
5.53	2.03
-5.26	-10.2
-15.6	-2.68
-30.4	-13.3
15.8	-0.198
-61.2	-19.6
5.5	-3.86
-14.7	26.4
25.5	13.4
13.2	15.9
11.6	8.57
20.8	11.7
-2.83	13.5
-21.3	-18.2
17.5	8.11
60.3	11.4
-16.4	-19.7
-7.25	7.66
30.5	21.2
16	9.69
11.7	-4.72
25.3	18
-1.93	-13.8
1.08	4.51
5.59	-7.66
23.6	14.3
20.4	-6.03
22.4	0.136
-10.4	-2.99
-48.4	-21.7
-20.2	-23.4
-5.59	-10.7
-46.2	-18.3
32.3	4.65
-19.5	-8.63
-22.4	-4.46
-31.5	-2.49
14.4	5.42
-2.7	-9.68
-55.7	-14.9
-45.4	-12
-17.5	-12.7
3.22	16
-35.2	3.8
-34.3	-17.1
-7.02	-7.49
28.8	26.1
27.5	7.7
26.9	10
-13.4	-8.48
-8.54	-18.9
-33.7	-22.5
-7.98	-22.2
9.61	7.97
59.3	20.3
-40.5	-11.8
-33.6	-33.9
-10.3	8.64
18.2	9.58
14.3	22.5
-18.5	-9.25
-24.7	-14.7
11.6	19.4
-38.1	-25.8
-7.12	-2.87
5.75	8.57
-13.6	-3.62
6.7	-5.69
19.6	31.4
16.9	-11.5
-8.47	-24.2
6.97	15.1
2.15	2.2
11.9	-11.7
-21.5	-15
-46.7	-23.8
11	5.18
14.8	-7.26
-14.5	1.4
-43.4	-30.5
60.2	48.1
53.8	53.6
-2.51	-13
39.1	13.6
-26.6	3.55
-42.2	-17.5
12.4	3.16
-12.8	-1.75
13.4	6.62
6.64	10.2
22.5	3.5
41.2	8.22
-9.17	-13.7
-7.19	-7.12
-3.59	-21.9
21.2	16.1
-22.1	-11.8
20	-5.39
-32.1	-1.11
19	11.8
24.2	34.2
41.9	0.129
-10.5	-11
26.6	8.7
-38.4	-32.2
-0.938	10.6
42.9	2.99
29.3	-13
53.1	6.67
-11.5	-6.47
-25.2	-18.4
10.5	-11
8.49	1.05
16.8	1.09
-27.7	-23.5
-10.2	-2.99
1.98	-0.637
27.6	4.67
-3.16	-7.41
-22.7	12.8
-41.3	-20.5
0.00685	-5.61
8.74	11.7
-9.73	5.5
75.3	36.5
-35.5	-22.1
-26.8	-2.36
14.8	-3.35
-16.1	-9.52
-11.5	-15.9
16.8	6.66
-15	-0.456
73.1	41.3
9.52	12.9
-18.2	-16.8
27.2	9.01
4.21	-9.41
39	6.77
52.1	17.3
-6.89	-9.58
38.5	13.5
-13.6	-7.58
-21.2	-4.9
-8.33	-6.53
3.2	-7.74
-30.3	-0.356
9.2	0.332
-37.4	-18.7
-37.8	-27.1
13	8.68
-4.22	-5.7
44.5	43
-34.6	-5.7
-29.9	-4.36
49	30.1
-7.69	-18.3
-18.5	-14.6
-12.7	-15.9
-7.96	-12.4
-0.771	-5.12
-25.8	-14.6
58.6	34.9
-28	-24.2
-47.7	-32.8
-3.53	-19.6
-1.88	-1.62
6.85	-0.641
-34.8	-10.1
-9.86	1.96
-46.3	-11.7
18.9	13.5
23.5	11
9.3	1.31
-10.6	-18.2
11.2	-9.7
-10.6	12
-27.2	-12
7.26	14.9
12	13.4
1.14	-15.9
6.87	13.7
50.4	18.7
3.2	-6.76
-13.1	2.53
35.9	-9.27
-17.3	-14.3
-28.5	7.5
6.24	14.8
-23.4	-4.19
6.1	16.5
-7.01	-9.34
-10.4	-38.6
17.8	-2
-16.2	-2.81
-68.5	-22.2
-4.23	-7.57
14.4	-0.556
-15	-13.2
-56.1	-26.3
-8.93	13.5
-0.427	1.01
14.9	0.208
-9.55	-0.235
-0.902	-13.4
-13.8	-20.6
11.8	9.92
-34.2	-13.9
25	11.6
11.4	0.934
10.1	22.8
-27	9.92
17	10.7
10.5	-2.88
-25.4	-13.3
-0.262	-7.84
-4.45	13.2
-2.72	-27.1
-7.42	-1.09
35.7	16.9
77.7	26
50.8	13.2
-9.1	-11.4
29.3	8.78
6.18	0.405
-9.9	12.8
-9.4	-0.341
-35	-14.2
-23.9	4.53
-18.7	-24.1
-12.1	-24.8
-4.71	-8.19
-17.8	-9
20.6	25.7
-23.3	-17
-48.6	-20.7
-37.6	-5.56
9.87	3.38
-47.7	-8.22
1.22	14.3
-34.2	-17.8
52.8	23.2
-11.4	-4.45
-33.6	-15.4
77.3	9.63
-61.5	-41.9
9.7	4.24
1.42	-1.81
-7.34	-8.88
-10	10.6
60.6	11.5
10.3	19.6
44.2	20.6
-4.81	2.67
-13	-6.96
11.4	8.02
-2.09	4.68
-11.9	-14.4
-48.9	-5.94
-1.43	0.603
39.2	7.58
-21.2	-4.76
-2.04	-5.32
-30.5	-15.4
-6.49	-1.55
-9.71	8.85
-3.2	13.8
-25	-31
4.86	16.1
-13.3	-3.5
14.9	10.8
6.77	-6.71
-10.9	-10.3
1.79	6.59
9.74	-2.55
12.4	7.61
7.11	5.65
-5.78	13.5
-7.56	12.3
-36.2	-30.3
4.3	18.8
-27	-7.6
9.63	-3.92
-6.86	14.8
23.9	41.4
32.4	21.1
68.8	5.94
25.5	9.72
47.8	26.8
12.5	15.7
16.3	-3.99
5.64	6.09
6.9	-6.49
4.41	2.07
8.95	13.3
1.52	11.7
-19.6	-11.1
62.5	21.9
43.4	4.15
45.9	33.2
22.7	2.03
-2.74	-2.99
-14.8	8.33
-55	-18.9
-52.9	-21.4
-44.3	-12.6
9.15	14.7
57	20
9.06	-8.2
48.5	12.1
-56.6	-25.1
-20.4	-8.49
-32.9	-10.6
11.2	-0.924
38.8	12.1
23.9	-16.4
-46.4	-12.7
-9.97	-14
5.95	3.76
-29.3	-22.4
-9.2	16.7
-13.2	17
7.17	23.3
0.927	-4.9
26.9	29.5
-12.5	-15.9
37	34.1
-14.6	-10.9
-30.7	2.68
31.2	20.8
15.8	32.4
32.9	20.3
35.8	18.2
36.2	5.54
-39.5	-8.01
-31.1	-13.3
15.2	5.18
37.5	22.8
9.16	3.12
-5.62	7.05
38.7	19.6
16.5	-0.0376
-9.91	-1.04
2.66	14.2
21.8	19
-31.4	-16.8
-62	-20.2
-11.9	-7.42
-27.8	-22.5
28	16.8
-14.5	9.53
22.7	6.57
2.11	-21
-39.1	6.21
42.8	4.47
32.9	30.2
3.63	-18.6
-82.6	-35.3
-1.23	13.1
20.8	20.2
16.3	2.12
46.3	3.01
-3.72	-3.35
19.1	30.6
-7.51	-3.47
22.1	13.7
-37	-13.7
-25.7	-18.6
12.8	4.02
9.7	13.6
-8.45	3.94
6.6	10.9
2.3	-5.63
21.5	13.1
-8.17	-18.5
-32.1	-3.7
-18.7	-7.01
-48.4	-33.2
-14.3	-20.9
-18.6	-9.23
34.3	5.44
-9.6	-14.3
-10.3	5.82
1.6	-0.162
6.35	10.6
-11	-25.2
42.1	18.9
-19.1	-8.65
34.1	3.72
-1.74	-12
34.6	21.1
-13.4	-13.8
23.1	6.95
-3.37	4.79
-19.6	-8.78
3.75	-20.1
-47.1	-9.58
25.4	4.55
20.4	-12.9
70.9	13.5
4.59	-24.7
-14	-0.205
45	28.2
8.24	8.8
-17.7	-8.68
21.9	27
-6.93	12.8
19.2	4.02
-25.4	-10.9
3.3	-7.72
41.9	28.1
-6.74	-5.95
30.3	0.719
-2.15	-2.28
0.885	6.7
-5.56	-17.2
-30.9	-10.4
35.9	8.91
9.93	-3.67
-30.8	-12.2
-14.8	-21
-56.8	-33
54.7	19.9
-20.4	-5.76
12.8	5.73
5.06	-2.55
7.37	1.22
4.81	5.58
5.91	19.7
36.4	31.2
-20.6	7.37
-21.8	6.53
-6.15	-0.337
-29.2	-5.37
28.7	15.7
-0.122	-11.8
-1.36	2.05
23	19.1
9.71	3.14
28.4	2.45
0.122	-3.69
0.0193	-27.8
37.2	8.7
-17.4	-8.19
-16.3	-20.7
-21.5	-11.3
19.7	4.97
14.7	7.92
-7.23	1.84
-48.9	-8.83
6.14	20
-0.4	-8.22
18.5	9.55
-1.65	6.66
-8.2	1.79
28.6	21.6
64.3	4.88
-43.8	-14
-23.1	1.49
-17.5	-0.344
10.7	18.6
14.5	13.5
-43.8	-0.823
31.1	31.6
60.7	17.7
-66.1	-13.3
45.9	38.9
24.5	0.301
37.9	19.4
-5.37	-0.354
-24.7	4.28
-8.05	5.65
44.9	10.4
-9.7	-3.56
-11.4	-2.33
16.3	7.18
-14.6	-13.3
12.1	-12.3
19.4	12.5
-1.39	5
34.6	10.4
19.6	-5.53
-24.8	-0.868
16.8	22
-30.4	-10.1
-33.3	2.3
-7.56	-6.47
-16.4	-1.26
-6.47	-4.12
5.05	-14.6
43	16.1
-66.1	-21.5
-69.3	-19.3
-11.8	-4.68
20.7	13.8
55.8	24.5
-67.8	-17
-11.7	-13.8
16	14.3
34.8	29.4
4.09	-6.82
7.53	9.39
-0.855	-20.6
0.642	18
-11	5.23
42.6	13.7
44.2	11.1
13.4	17.3
-0.532	-3.02
29.4	8.29
-2.07	5.47
3.32	-2
-24.2	-9.97
-60.3	-27.7
-16.6	-6.46
28.5	22.5
8.06	2.08
-23	-2.55
-40.8	-13.8
9.05	10.9
28.9	6.53
-11.8	-6.49
-34.4	-10.8
13.1	-5.43
35.2	17.8
2.28	1.87
41.9	30.8
10.8	24.9
11.3	6.08
25	4.36
-12.2	-0.0769
-8.26	-8.97
12.2	2.69
-34.5	-8.18
2.09	7.8
1.67	1.27
44.7	49.4
22.3	10.6
-34	-17.2
-16.8	2.93
-45.5	-31.8
30.5	-2.51
12.4	18
-67.1	-21
16.2	-0.302
-6.23	2.19
-14.5	8.53
-58.6	-22.9
24.9	5.02
61.8	34.9
-7.9	-2.55
16.2	13.7
-11.7	-10.2
11.8	33.4
-53.7	-41
13.7	23.2
3.11	-4.72
5.58	11.9
62.4	43.3
-14.1	17.5
-47.9	-11.6
8.27	6.5
18.7	9.52
8.33	-14
42.4	6.93
3.62	-23.1
-28.1	-12.4
-14.7	0.297
17	-7.5
39.5	18.4
-5.53	-2.11
78.5	24
-9.4	5.65
-33.7	-11.9
50.3	22.2
-2.51	-7.28
-10.2	-18.3
-44.5	-5.99
-45.8	-11.3
-8.15	3.44
-1.93	24.5
-35	-33.3
11.6	16.9
86.4	22
28.6	14.4
21.6	-5.4
11.5	2.59
-11.2	-7.63
-30.2	-5.77
-35	0.222
0.456	17.9
-19.2	-14
16.2	15.1
11.5	22.6
-45.1	-17
37.7	17.6
6.78	-6.79
0.365	-7
15.1	-7.32
-9.11	-1.78
17.3	0.905
-6.47	-16.3
63.1	26.8
-23.7	-10.7
24.8	1.05
21.9	13.5
-6.06	9.91
42.1	13.3
48	-1.5
44.2	22.3
9.13	7.26
-39.6	-32.6
-38	-8.46
-35.1	-30.9
-26.1	-21
-31.1	-21.8
-50.5	-15.4
13.5	-4.15
-2.17	4.5
-5.69	-24.4
20.7	23
-27	-32.4
0.233	8.37
20.8	11.3
15.4	25.3
7.67	-5.86
-1.74	16.3
13.5	1.2
-55.3	-24.9
4.89	-13.8
1.01	1.9
-47.7	-15.2
0.608	16.8
-32	-6.69
6.49	-2.79
14.1	22.2
-16.1	-3.76
-27.9	-15.8
10.9	-15.7
-36.6	-16.3
31.9	14.8
20.3	0.464
9.13	16.6
-17.3	-18.7
9.66	-5.9
20.1	-3
-1.09	-0.552
26.1	-1.57
37.6	27.5
26.7	14.8
8.76	15.9
16.1	2.21
-6.57	-3.48
48.3	8.18
42	32
-23.5	-9.72
13.3	11.7
34.4	29.8
44.6	2.71
-7.78	-1.49
10.5	-0.789
-21.6	1.21
35.7	11.9
-7.39	2.02
-63.4	-12.6
-26.5	-21.3
34.4	5.53
-51.6	-26.3
10	-13.5
-20.8	0.155
-27.8	-31.2
-17.2	-23.3
-12.5	-4.71
-20.6	-10.3
50.5	18.4
16.1	6.85
14.4	8.74
-29.4	-15.3
3.88	7.3
49.2	47.4
58.6	45.1
10.3	9.84
28.3	21.1
8.81	13.1
-16.1	0.513
-13.4	-0.757
-24.7	-7.4
-0.609	-5.45
-9.62	13.1
29.4	4.9
2.34	22
-38.9	-21.7
-42.6	-23.8
-8.31	-4.19
13	-1.39
10.6	9.65
-22.4	-25.2
-19.7	-20
-46.4	-15.8
17.2	7.75
-9.42	-14.3
-5.14	6.37
-22.2	-13.6
15.9	13.2
11.1	9.06
-30.6	-29.4
-48.1	-23.4
-61.9	-18.9
37.3	30.2
-6.72	-8.45
-13.6	-10
-15.1	26.1
-41.3	0.0159
-5.01	-4.39
2.77	7.1
6.46	7.35
10.4	5.13
-11.9	-7.53
28.5	9.47
38.2	13.9
10.1	5.91
-29	-9.39
-11	-12.8
-42.7	-35.4
4.15	8.1
-20.3	-0.882
6.18	0.967
-10	1.99
-9.2	-4.03
-52.6	-37.6
-33.5	-0.229
3.34	-7.89
71.3	24
-52.2	-0.33
-13.1	-27.1
-19.6	-3.95
-30	-14.5
47.8	27.2
48	26.7
22.9	1.08
9.14	-6.55
-13.2	-15
33.1	8.94
-40.1	-4.81
-17.6	-23.1
9.32	10.9
14.9	-21.1
21.7	15.3
14.9	15.2
-20.4	-23.3
25.8	8.9
-39.8	-15.1
-3.66	3.13
-8.17	2.17
-22.7	-21.5
-9.87	-3.12
-16.3	13.2
-3.06	20.3
-60.6	-41.6
-4.01	-2.7
10.2	0.793
-11.5	1.24
29.6	7.02
13.8	-9.16
-19.6	-6.85
-11.8	-6.57
-5.33	1.47
-4.87	-9.66
5.58	9.16
-75.3	-19.8
-32.9	-19.7
-4.53	16.2
27.3	13.5
15.1	13.5
0.369	-6.03
-33.4	-22.5
20	-2.52
-49.3	-9.79
-16.9	13.7
13.5	14.3
14.2	-1.89
-42	-24.4
30.5	-3.34
19.3	-2.95
59.7	21.1
-15.8	-13.6
5.18	11.6
-6.01	1.14
0.747	8.57
12.7	5.9
43.8	9.03
-3.53	6.34
-11.1	9.71
